Book Name,Author,Rating,Number of Reviews,Price,Description,Listening Time (minutes),Genre,Rank
Reality Unveiled: The Hidden Keys of Existence That Will Transform Your Life (and the World),Ziad Masri,4.5,648,668.0,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",-60.0,Fantasy,999
Odd and the Frost Giants,Neil Gaiman,4.7,541,303.0,"Odd's luck has been bad so far. He lost his father on a Viking expedition, his foot was crushed beneath a tree and the winter seems to be going on forever. But when Odd flees to the woods and releases a trapped bear, his luck begins to change. ",-60.0,Audiobooks on Flowers & Trees for Children,999
How to Fight: A Mindful Buddhist Guide,Thich Nhat Hanh,4.7,275,615.0,"Penguin presents the audio edition of How to Fight by Thich Nhat Hanh, read by John Sackville.",-60.0,Buddhist Philosophy & Practice,999
"Chaos: Charles Manson, the CIA and the Secret History of the Sixties",Tom O’Neill,4.7,1131,1093.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999
Female Ejaculation and the G-Spot: Not Your Mother’s Orgasm Book!,Deborah Sundahl,3.5,9,668.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999
"The Attractor Factor, 2nd Edition: 5 Easy Steps to Create Wealth (or Anything Else) from the Inside Out",Joe Vitale,4.3,142,653.0,Here's a breakthrough practical spiritual guide to achieving all your goals. ,-60.0,Naturopathy,999
DMT: The Spirit Molecule: A Doctor's Revolutionary Research into the Biology of Near-Death and Mystical Experiences,Rick Strassman,4.7,680,938.0,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",-60.0,Fantasy,999
"The Rising Sun: The Decline and Fall of the Japanese Empire, 1936-1945",John Toland,4.6,296,1338.0,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",-60.0,Fantasy,999
Recollections of My Non-Existence,Rebecca Solnit,4.7,78,636.0,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",-60.0,Fantasy,999
"The First Firangis: Remarkable Stories of Heroes, Healers, Charlatans, Courtesans & Other Foreigners Who Became Indian",Jonathan Gil Harris,4.1,51,836.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999
Own Your Everyday: Overcome the Pressure to Prove and Show Up for What You Were Made to Do,Jordan Lee Dooley,4.8,772,754.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999
"Luck of the Devil: The Forge Trilogy, Book 2",Meghan March,4.8,343,702.0,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",-60.0,Fantasy,999
The Fallen,David Baldacci,4.7,3888,323.0,"Amos Decker, David Baldacci's unique special agent with the gift of a remarkable memory, returns in The Fallen. ",-60.0,Private Investigator Mysteries,999
The Sermon on the Mount According to Vedanta,Swami Prabhavananda,4.6,51,563.0,"The Sermon on the Mount represents the essence of both Christ's teachings and the teachings of Vedanta, an ancient Indian philosophy that teaches the oneness of life. God lies within us and at the same time is everything we see. ",-60.0,Tibetan Buddhism,999
Overcoming Anger and Irritability: A Self-Help Guide Using Cognitive Behavioral Techniques,Dr William Davies,4.3,164,417.0,"In this series of talks, clinical psychologist Dr. William Davies explores how anger and irritability affects us in different ways and sets out effective strategies to reduce feelings of irritability and become less angry.",-60.0,Anger Management,999
God's Crime Scene: A Cold-Case Detective Examines the Evidence for a Divinely Created Universe,J. Warner Wallace,4.7,537,670.0,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",-60.0,Fantasy,999
My Jumbo Book of Aesop's Fables,Dreamland Publications,4.5,488,233.0,My Jumbo Book of Aesop's Fables include well-known moral stories. The timeless stories make the book unique and an absolute favourite of each child.,-60.0,Literary Criticism for Children,999
Bath Tangle,Georgette Heyer,4.5,251,748.0,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",-60.0,Fantasy,999
Jack And The Beanstalk & Other Stories,Lenny Henry,4.1,25,378.0," Here are four fantastic stories, full of magic and fun, that young children are sure to love!",-60.0,Contemporary Fiction,999
The Middle Way: The Story of Buddhism,Jinananda,4.7,6,539.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999
The Importance of Being Earnest,Oscar Wilde,4.5,1240,333.0,"Oscar Wilde created his final and most lasting play, one of the comic masterpieces of all time, The Importance of Being Earnest, in 1895. Considered one of the greatest, The Importance of Being Earnest is a farce, playing with love, religion, and truth as it tells the tale of two men, Jack Worthing and Algernon Moncrieff, who bend the truth in order to add excitement to their lives. Jack invents an imaginary brother, Ernest, whom he uses as an excuse to escape from his dull country home and gallivant in town. Meanwhile, Algernon follows Jack's scam, but his imaginary friend, Bumbury, provides a convenient method of adventuring in the country. However, their deceptions eventually cross paths, resulting in a series of crises that threaten to spoil their romantic pursuits. Hailed as the first modern comedy in England, The Importance of Being Earnest is Wilde's most famous work. ",-60.0,Classic Literature,999
Inventology: How We Dream Up Things That Change the World,Pagan Kennedy,4.4,39,1328.0,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",-60.0,Fantasy,999
"A Bloody Kingdom: Ruthless People Series, Book 4",J.J. McAvoy,4.5,137,703.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999
Sikhism: A Very Short Introduction,Eleanor Nesbitt,4.0,21,410.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999
Socialism: A Very Short Introduction,Michael Newman,4.3,56,586.0,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",-60.0,Fantasy,999
Cave in the Snow: Tenzin Palmo's Quest for Enlightenment,Vicki Mackenzie,4.6,203,759.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999
Thrive,Arianna Huffington,4.3,787,683.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999
"Peril at Granite Peak: Hardy Boys Adventures, Book 5",Franklin W. Dixon,4.4,29,305.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999
How to Blow It with a Billionaire,Alexis Hall,4.4,65,500.0,Be careful what you wish for....,-60.0,Personal Success,999
"Eastern Body, Western Mind: Psychology and the Chakra System as a Path to the Self",Anodea Judith,4.7,743,1172.0,"In Eastern Body, Western Mind, chakra authority Anodea Judith has brought a fresh approach to the yoga-based Eastern chakra system, adapting it to the Western framework of Jungian psychology, somatic therapy, childhood developmental theory, and metaphysics. This groundbreaking work in transpersonal psychology has been revised and redesigned for a more accessible presentation. Arranged schematically, the book uses the inherent structure of the chakra system as a map upon which to chart our Western understanding of individual development. Each chapter focuses on a single chakra, starting with a description of its characteristics, then exploring its particular childhood developmental patterns, traumas and abuses, and how to heal and maintain balance. Illuminated with personal anecdotes and case studies, Eastern Body, Western Mind seamlessly merges the East and West, science and philosophy, and psychology and spirituality into a compelling interpretation of the chakra system and its relevance for Westerners today. ",-60.0,Neuroscience & Neuropsychology,999
